Survey,Q1,Q2,Hours,Grade,Credits
1760,4,4,2.5,2.3,3
1760,4,4,6.5,3.3,3
1760,3,4,4.5,3.65,3
1760,3,3,4.5,2.65,3
1760,4,4,4.5,3.3,3
1760,5,5,4.5,3.65,3
1760,5,4,2.5,3.95,3
1760,2,2,4.5,2.65,3
1760,5,4,4.5,3.95,3
1760,3,3,6.5,2.65,3
1760,5,5,2.5,3.65,3
1760,4,4,6.5,3.3,3
1760,4,4,4.5,3.95,3
1760,5,5,6.5,3.3,3
1760,4,4,6.5,2.65,3
1760,2,2,4.5,2.65,3
1760,4,4,4.5,3,3
1760,3,3,6.5,2,3
1760,5,5,6.5,2.65,3
1760,1,1,6.5,3.3,3
1761,5,5,10.5,3.95,3
1761,3,3,4.5,3.3,3
1761,5,4,4.5,3.65,3
1761,4,4,6.5,2.65,3
1761,3,3,4.5,3,3
1761,2,2,6.5,3,3
1761,5,5,12.5,2.65,3
1761,3,4,8.5,3,3
1761,4,4,6.5,2.65,3
1761,4,4,4.5,3.3,3
1761,5,5,12.5,3.95,3
1761,3,3,6.5,3.65,3
1761,5,5,6.5,3.95,3
1761,5,5,4.5,3,3
1761,4,5,10.5,3.95,3
1761,4,4,4.5,3.95,3
1761,4,4,6.5,3.65,3
1761,3,3,4.5,3,3
1761,5,5,8.5,3.65,3
1761,3,3,6.5,3,3
1761,5,5,6.5,3.65,3
1761,5,5,4.5,3.65,3
1761,4,4,8.5,3.95,3
1761,5,5,6.5,3.65,3
1761,5,5,6.5,3.65,3
1761,3,3,8.5,3.95,3
1761,5,5,4.5,3.3,3
1761,4,5,8.5,3.95,3
1761,5,5,6.5,3.65,3
1761,4,3,6.5,3.3,3
1761,3,3,8.5,3,3
1761,5,5,12.5,2,3
1761,4,4,6.5,3.65,3
1762,4,3,6.5,2.3,3
1762,3,3,6.5,3,3
1762,5,4,6.5,3,3
1762,3,3,6.5,3,3
1762,4,4,12.5,3,3
1762,3,3,14.5,3.65,3
1762,4,3,4.5,3,3
1762,3,3,4.5,3,3
1762,3,3,4.5,1.65,3
1762,5,5,12.5,3.65,3
1762,3,3,4.5,3,3
1762,5,4,6.5,3,3
1762,3,3,4.5,1.65,3
1762,4,4,6.5,3.3,3
1762,3,4,4.5,2.65,3
1762,4,4,6.5,3.65,3
1762,5,4,2.5,3.65,3
1762,3,3,8.5,3,3
1762,3,3,14.5,3.95,3
1762,4,4,4.5,3.3,3
1763,4,4,6.5,3.65,3
1763,3,4,10.5,2,3
1763,4,4,6.5,3.3,3
1763,3,3,8.5,3.3,3
1763,2,3,6.5,1,3
1763,4,5,8.5,3.65,3
1763,4,5,6.5,3.65,3
1763,5,5,6.5,3,3
1763,4,4,8.5,3.65,3
1763,4,5,6.5,3.3,3
1763,3,3,6.5,2.65,3
1763,4,4,6.5,3.3,3
1763,4,4,6.5,3.95,3
1763,4,5,6.5,3.65,3
1763,5,4,6.5,2.65,3
1763,3,2,10.5,2,3
1763,5,5,4.5,3.3,3
1763,5,4,4.5,3.3,3
1764,4,4,6.5,3.65,3
1764,4,4,6.5,2.3,3
1764,4,4,6.5,3.65,3
1764,4,4,8.5,3.65,3
1764,5,5,14.5,3.3,3
1764,5,5,14.5,3.65,3
1764,4,4,10.5,3.65,3
1764,5,4,8.5,3.3,3
1764,4,4,8.5,3.3,3
1764,5,4,6.5,3.65,3
1764,4,3,8.5,3.65,3
1764,5,4,6.5,3.65,3
1764,4,4,6.5,3.65,3
1764,5,4,8.5,3.65,3
1764,5,5,8.5,3.65,3
1764,5,4,6.5,2.65,3
1764,4,3,6.5,3.65,3
1765,4,4,4.5,3,3
1765,3,3,4.5,3.65,3
1765,3,3,18.5,3,3
1765,4,4,2.5,3,3
1765,4,4,4.5,3.65,3
1765,3,3,6.5,2.65,3
1765,4,4,4.5,2.65,3
1765,3,3,8.5,3,3
1765,4,4,NA,3.3,3
1765,4,3,6.5,3.65,3
1765,4,4,6.5,3.3,3
1765,3,2,4.5,3.3,3
1765,3,3,4.5,3.3,3
1765,4,4,6.5,3.65,3
1766,2,2,6.5,3.3,3
1766,3,3,14.5,2.65,3
1766,5,5,8.5,3.65,3
1766,2,2,8.5,2.65,3
1766,2,3,10.5,3,3
1766,4,4,6.5,3.65,3
1766,4,4,6.5,3.95,3
1766,3,3,8.5,3.3,3
1766,2,3,6.5,3.3,3
1766,3,3,2.5,3.65,3
1766,4,3,4.5,3.65,3
1766,3,4,8.5,3,3
1766,4,3,10.5,3.3,3
1766,3,3,6.5,3.3,3
1766,3,3,6.5,3.3,3
1766,3,3,4.5,3.3,3
1766,3,4,6.5,2.65,3
1766,3,3,4.5,3.3,3
1766,3,3,8.5,2.3,3
1766,4,3,6.5,3,3
1766,4,4,6.5,3.65,3
1767,4,4,4.5,3.65,3
1767,3,3,4.5,3,3
1767,5,5,4.5,3,3
1767,5,5,4.5,3,3
1767,2,4,2.5,3,3
1767,4,4,6.5,3,3
1767,3,3,4.5,3,3
1767,5,4,6.5,3.95,3
1767,4,4,4.5,3.95,3
1767,3,3,4.5,3,3
1767,4,4,4.5,2.65,3
1767,4,3,4.5,3.3,3
1767,4,3,6.5,3.3,3
1767,3,3,8.5,3.65,3
1767,5,5,4.5,3.65,3
1767,5,5,6.5,3.3,3
1767,4,4,4.5,2,3
1767,4,4,6.5,3.3,3
1767,4,4,4.5,2,3
1767,5,5,6.5,2.3,3
1767,4,4,4.5,2.3,3
1768,3,3,6.5,2.65,3
1768,5,5,8.5,2.65,3
1768,3,4,8.5,3.65,3
1768,3,3,2.5,2.65,3
1768,2,2,8.5,3,3
1768,4,3,6.5,3.65,3
1768,3,3,6.5,3.3,3
1768,3,3,6.5,1.65,3
1768,5,5,8.5,3,3
1768,3,4,6.5,3.3,3
1768,2,2,6.5,3,3
1768,3,4,18.5,2.65,3
1768,4,4,6.5,3.65,3
1768,3,4,4.5,3,3
1768,3,3,10.5,3,3
1768,4,4,8.5,3.3,3
1768,3,3,4.5,3,3
1768,2,2,6.5,2.65,3
1769,4,4,4.5,2.65,3
1769,5,5,12.5,3.3,3
1769,4,4,18.5,3.65,3
1769,4,5,6.5,3,3
1769,4,4,16.5,3.65,3
1769,3,3,10.5,2.3,3
1769,5,5,8.5,2,3
1769,5,4,12.5,3,3
1769,5,3,10.5,3.65,3
1769,4,4,6.5,3.65,3
1769,3,3,8.5,2.65,3
1769,4,3,6.5,3,3
1769,4,3,8.5,2.3,3
1769,4,5,6.5,3,3
1769,2,1,4.5,2.65,3
1769,3,3,6.5,2,3
1769,5,5,6.5,3,3
1769,3,3,8.5,2.65,3
1769,4,4,12.5,2.3,3
1769,4,4,6.5,3.3,3
1770,2,2,10.5,2.65,3
1770,4,4,4.5,3,3
1770,5,5,6.5,3,3
1770,5,5,8.5,3,3
1770,2,3,6.5,2.65,3
1770,4,3,6.5,3.3,3
1770,3,2,10.5,3.65,3
1770,4,5,4.5,3,3
1770,3,3,4.5,3.3,3
1770,2,3,12.5,3,3
1770,2,3,2.5,3,3
1770,3,NA,NA,3,3
1770,3,3,6.5,3.3,3
1770,3,5,6.5,3,3
1770,4,4,6.5,3.3,3
1770,3,2,4.5,3,3
1770,4,4,6.5,3.65,3
1770,4,4,12.5,3.65,3
1770,3,3,8.5,3.65,3
1770,4,4,8.5,3.3,3
1770,3,2,10.5,3.3,3
1771,4,3,12.5,3.65,3
1771,4,4,6.5,3,3
1771,2,2,6.5,2.3,3
1771,4,5,6.5,2.65,3
1771,5,4,4.5,2.65,3
1771,3,3,6.5,3,3
1771,4,3,8.5,2.3,3
1771,4,4,6.5,3.3,3
1771,3,3,8.5,3,3
1771,4,3,8.5,3,3
1771,4,4,8.5,3.65,3
1771,3,4,8.5,3.65,3
1771,3,3,8.5,3,3
1771,5,5,12.5,2,3
1771,4,3,6.5,2,3
1771,4,4,4.5,1.65,3
1771,4,4,10.5,2,3
1771,4,5,8.5,3,3
1771,4,3,6.5,3.3,3
1771,4,4,10.5,3,3
1772,5,5,6.5,2.3,3
1772,4,4,6.5,3,3
1772,4,3,8.5,3,3
1772,5,5,4.5,2,3
1772,4,4,6.5,3.3,3
1772,4,3,6.5,3,3
1772,4,4,8.5,3.3,3
1772,3,3,NA,2.3,3
1772,5,5,4.5,3.3,3
1772,4,4,4.5,2.65,3
1772,5,5,6.5,2.65,3
1772,3,3,6.5,3,3
1772,4,4,6.5,2,3
1772,4,4,8.5,3,3
1772,5,5,8.5,3.95,3
1772,2,2,8.5,3.3,3
1773,4,4,6.5,3.65,3
1773,4,5,6.5,2.65,3
1773,5,5,8.5,3,3
1773,4,3,6.5,2.3,3
1773,5,4,6.5,3.65,3
1773,5,5,6.5,3,3
1773,4,4,6.5,3.3,3
1773,4,3,6.5,3.95,3
1773,3,4,4.5,3.65,3
1773,3,3,6.5,3,3
1773,4,4,6.5,3,3
1773,3,3,8.5,3,3
1773,4,4,4.5,3.95,3
1773,4,4,8.5,3.65,3
1773,4,4,10.5,3.3,3
1773,3,4,6.5,2.65,3
1773,5,4,6.5,3.3,3
1774,4,4,6.5,3.95,3
1774,4,4,4.5,3.65,3
1774,4,3,6.5,3.3,3
1774,3,2,2.5,3.65,3
1774,5,4,6.5,3,3
1774,4,4,6.5,3.65,3
1774,3,3,6.5,3.65,3
1774,4,4,6.5,3.95,3
1774,3,3,4.5,3.65,3
1774,4,4,6.5,2.65,3
1774,4,4,8.5,3.3,3
1774,3,3,4.5,3.65,3
1774,4,4,4.5,3.3,3
1774,4,4,2.5,3,3
1774,3,3,6.5,3,3
1774,4,3,4.5,3.65,3
1774,3,3,4.5,3.65,3
1775,2,2,14.5,3.3,3
1775,4,4,14.5,3,3
1775,3,3,6.5,2.65,3
1775,4,4,8.5,3.3,3
1775,4,3,12.5,3,3
1775,5,5,6.5,3.3,3
1775,4,5,14.5,3,3
1775,3,4,6.5,3,3
1775,4,3,NA,2.65,3
1775,2,2,4.5,2.65,3
1775,4,4,8.5,3,3
1775,4,4,6.5,2.3,3
1775,4,4,6.5,3,3
1775,4,5,14.5,2.65,3
1775,4,4,8.5,3,3
1775,4,4,8.5,3,3
1775,4,3,16.5,2,3
1776,4,4,8.5,3.3,3
1776,5,5,6.5,3.3,3
1776,5,5,4.5,3.65,3
1776,5,4,10.5,2.65,3
1776,5,5,10.5,2,3
1776,3,2,4.5,3.3,3
1776,5,5,4.5,3,3
1776,4,3,6.5,3.3,3
1776,4,3,8.5,3.95,3
1776,5,5,8.5,3.65,3
1776,4,4,6.5,2.65,3
1776,3,4,4.5,2.65,3
1776,3,2,6.5,2,3
1776,5,4,12.5,3,3
1777,4,3,4.5,3.3,3
1777,4,3,4.5,3,3
1777,4,4,8.5,3,3
1777,3,4,8.5,3,3
1777,3,2,8.5,3.65,3
1777,3,4,6.5,2.3,3
1777,4,4,8.5,NA,3
1777,2,3,8.5,2.65,3
1777,2,2,NA,2.3,3
1777,3,3,6.5,3,3
1777,4,4,8.5,3,3
1777,4,4,6.5,3,3
1777,3,4,6.5,2.65,3
1777,3,2,6.5,3,3
1777,4,3,6.5,3,3
1777,3,4,6.5,3,3
1777,2,2,6.5,2,3
1777,4,4,10.5,3,3
1777,4,4,6.5,3.65,3
1777,4,4,6.5,3.3,3
1778,4,3,6.5,3.65,3
1778,5,4,8.5,3.3,3
1778,4,5,6.5,3,3
1778,5,4,6.5,3.3,3
1778,3,3,6.5,2.3,3
1778,4,3,6.5,3,3
1778,4,3,6.5,3,3
1778,5,5,4.5,3,3
1778,5,4,6.5,2.65,3
1778,5,4,8.5,3.3,3
1778,5,5,6.5,3,3
1778,4,4,4.5,3.3,3
1778,5,4,6.5,3.3,3
1778,4,3,4.5,3.3,3
1778,5,4,6.5,3.3,3
1779,4,4,6.5,2.65,3
1779,4,4,6.5,3.95,3
1779,3,3,6.5,2.3,3
1779,4,4,6.5,3.65,3
1779,2,3,4.5,2,3
1779,5,5,6.5,2.65,3
1779,4,3,6.5,3.65,3
1779,3,3,6.5,1.65,3
1779,4,4,6.5,3.65,3
1779,4,4,6.5,3.65,3
1779,5,4,4.5,3.65,3
1779,4,3,6.5,2.65,3
1779,5,5,6.5,3.95,3
1779,4,4,4.5,2.3,3
1779,3,3,10.5,2,3
1779,4,4,8.5,2.65,3
1779,5,4,8.5,3.3,3
1779,5,3,10.5,2.65,3
1779,5,5,10.5,3.65,3
1780,3,3,6.5,3,3
1780,4,4,4.5,3.65,3
1780,3,3,8.5,3.65,3
1780,3,2,6.5,2.65,3
1780,4,4,8.5,2.3,3
1780,3,3,12.5,2,3
1780,4,3,10.5,3.3,3
1780,4,4,6.5,3,3
1780,4,4,4.5,2.65,3
1780,4,4,6.5,2,3
1780,4,4,6.5,3.3,3
1780,4,4,4.5,2.65,3
1780,3,3,6.5,3,3
1780,5,5,22.5,15,3
1780,4,4,NA,NA,3
1780,3,4,8.5,3,3
1780,2,2,2.5,2.3,3
1780,4,4,4.5,2.65,3
1780,3,3,6.5,3,3
1780,3,3,4.5,3,3
1781,3,3,4.5,3.3,3
1781,3,3,8.5,3,3
1781,3,3,6.5,3.65,3
1781,2,2,8.5,3,3
1781,2,2,4.5,3.3,3
1781,3,3,12.5,2.65,3
1781,5,4,6.5,3,3
1781,3,3,6.5,3.3,3
1781,2,2,6.5,2.65,3
1781,3,2,16.5,2.65,3
1781,3,4,10.5,2.3,3
1781,4,4,10.5,3,3
1781,3,2,8.5,2.3,3
1781,4,4,10.5,3.3,3
1781,4,4,4.5,3.3,3
1781,4,4,4.5,3,3
1781,5,5,6.5,2,3
1781,4,5,4.5,3.65,3
1781,3,3,4.5,3.3,3
1781,3,3,6.5,3,3
1782,5,4,6.5,NA,3
1782,4,3,8.5,3,3
1782,4,4,8.5,3,3
1782,2,2,12.5,3,3
1782,5,5,6.5,3.65,3
1782,4,3,4.5,3.3,3
1782,5,4,8.5,3.65,3
1782,3,2,10.5,2.3,3
1782,5,4,6.5,3.3,3
1782,5,5,6.5,2.65,3
1782,4,3,6.5,3.65,3
1782,3,3,4.5,3.65,3
1782,4,4,6.5,3.65,3
1782,5,4,8.5,3.3,3
1782,4,3,6.5,3,3
1783,4,4,8.5,3,3
1783,4,4,6.5,3.65,3
1783,4,4,8.5,3.95,3
1783,4,4,12.5,3,3
1783,5,5,22.5,2.65,3
1783,4,4,NA,3,3
1783,4,4,6.5,3.65,3
1783,5,4,12.5,3,3
1783,4,5,6.5,3.3,3
1783,4,4,12.5,3.65,3
1783,3,3,10.5,3.65,3
1783,4,3,6.5,3.65,3
1783,5,5,6.5,3.95,3
1783,3,3,20.5,2.65,3
1783,5,5,6.5,3.3,3
1783,5,5,8.5,1,3
1783,4,3,4.5,3.65,3
1783,2,2,6.5,2,3
1783,4,4,8.5,2.3,3
1783,4,4,4.5,3.95,3
1783,5,5,14.5,3.65,3
1787,4,4,4.5,3,3
1787,3,2,4.5,3,3
1787,4,5,10.5,3.3,3
1787,4,3,NA,2,3
1787,3,3,6.5,3,3
1787,4,4,4.5,2.3,3
1787,2,2,4.5,2,3
1787,3,3,6.5,3,3
1787,3,4,2.5,2,3
1787,3,3,4.5,3,3
1787,4,4,6.5,3,3
1787,3,3,2.5,2,3
1787,4,4,4.5,2.65,3
1788,5,5,12.5,3.3,3
1788,5,5,12.5,3,3
1788,2,2,6.5,3.3,3
1788,5,NA,18.5,3,3
1788,3,3,4.5,3,3
1788,2,3,6.5,3.3,3
1788,3,3,12.5,3.65,3
1788,4,4,8.5,3.65,3
1788,3,3,8.5,3.65,3
1788,3,3,22.5,3,3
1788,3,4,8.5,2.3,3
1788,3,3,8.5,3.3,3
1788,4,4,2.5,2,3
1788,4,4,8.5,3.3,3
1788,4,4,10.5,3.65,3
1788,3,3,8.5,2.3,3
1788,4,4,8.5,3.3,3
1788,2,2,8.5,3,3
1788,3,3,8.5,3,3
1788,3,3,10.5,2,3
1788,5,5,10.5,3.3,3
1788,4,4,8.5,3.65,3
1788,3,3,6.5,3.65,3
1789,3,3,6.5,3,3
1789,2,2,4.5,2.3,3
1789,3,3,10.5,1,3
1789,4,4,8.5,1,3
1789,5,4,12.5,3.65,3
1789,3,3,6.5,2.65,3
1789,5,5,10.5,3.3,3
1789,3,3,6.5,1.65,3
1789,3,3,8.5,2,3
1789,3,3,8.5,1.65,3
1789,4,4,4.5,3.3,3
1789,5,5,4.5,3,3
1789,3,3,2.5,2.65,3
1789,5,4,4.5,3.3,3
1789,2,3,6.5,2,3
1789,3,NA,1,2.65,3
1789,4,3,4.5,2.65,3
1789,3,3,8.5,3.3,3
1789,4,4,2.5,3.3,3
1789,4,4,6.5,2.3,3
1789,5,4,4.5,2.3,3
1789,4,4,6.5,3,3
1789,4,3,4.5,2.65,3
1790,2,2,NA,NA,3
1790,4,4,NA,NA,3
1790,4,4,NA,NA,3
1790,4,5,NA,NA,3
1790,4,4,NA,NA,3
1790,5,3,NA,NA,3
1790,5,5,NA,NA,3
1790,4,4,NA,NA,3
1790,4,4,NA,NA,3
1790,5,5,NA,NA,3
1790,4,4,NA,NA,3
1790,2,3,NA,NA,3
1791,3,3,4.5,3.65,3
1791,5,5,4.5,3.65,3
1791,4,5,4.5,3.65,3
1791,4,4,10.5,3.65,3
1791,4,4,6.5,3.3,3
1791,4,4,4.5,3.95,3
1791,4,4,6.5,3.95,3
1791,3,3,2.5,3.95,3
1791,5,4,6.5,3.65,3
1791,5,5,4.5,3.65,3
1791,5,5,4.5,3.65,3
1791,4,4,4.5,3.3,3
1791,4,5,8.5,3.95,3
1791,5,4,2.5,3.65,3
1791,5,5,6.5,2.65,3
1791,4,4,4.5,3,3
1791,5,4,2.5,3.95,3
1791,5,5,4.5,3.3,3
1791,5,5,4.5,3.95,3
1794,4,4,8.5,3,3
1794,5,5,8.5,3.95,3
1794,3,3,6.5,3.3,3
1794,5,5,10.5,3.95,3
1794,4,4,6.5,3.65,3
1794,4,4,6.5,3.3,3
1794,4,4,10.5,3.3,3
1794,5,5,8.5,3.95,3
1794,4,5,6.5,3.95,3
1794,4,4,8.5,3.95,3
1794,4,4,6.5,3.65,3
1794,4,4,4.5,3.65,3
1795,5,5,2.5,3.95,3
1795,4,4,6.5,3.65,3
1795,4,4,4.5,3.3,3
1795,5,5,4.5,3.3,3
1795,5,5,10.5,3.3,3
1795,5,5,NA,3.95,3
1795,5,5,6.5,3.95,3
1795,4,3,6.5,3.65,3
1795,4,4,2.5,3,3
1795,5,5,6.5,3.95,3
1795,5,5,8.5,3.65,3
1795,5,5,8.5,3.95,3
1795,5,5,6.5,3.65,3
1795,5,5,6.5,3.65,3
1796,3,3,6.5,1.65,3
1796,3,4,1,1.65,3
1796,2,2,20.5,2.65,3
1796,3,3,12.5,3.95,3
1796,3,3,14.5,3.95,3
1796,3,3,6.5,3,3
1796,3,3,4.5,NA,3
1796,4,4,8.5,3.95,3
1796,3,3,8.5,0,3
1796,3,3,6.5,3.3,3
1796,4,4,10.5,3,3
1796,3,3,2.5,1.3,3
1796,3,3,6.5,2.65,3
1796,5,5,6.5,2,3
1796,3,3,4.5,3.95,3
1796,2,2,18.5,3.65,3
1796,3,4,4.5,2,3
1796,3,4,1,2,3
1797,NA,4,4.5,3.95,3
1797,3,3,6.5,1.3,3
1797,3,3,6.5,1.65,3
1797,3,4,8.5,3.65,3
1797,3,3,2.5,NA,3
1797,4,4,2.5,2.65,3
1797,4,4,14.5,3.3,3
1797,4,4,10.5,3.95,3
1797,5,4,6.5,3.65,3
1797,4,4,10.5,3.95,3
1797,3,3,8.5,3,3
1797,5,5,8.5,2.3,3
1797,5,5,4.5,3.95,3
1797,4,4,8.5,3.95,3
1797,3,3,4.5,3,3
1797,4,4,6.5,2.65,3
1800,2,2,6.5,2,3
1800,2,4,6.5,3,3
1800,2,3,4.5,2.65,3
1800,2,4,4.5,3.3,3
1800,3,4,6.5,3,3
1800,2,3,4.5,3.3,3
1800,2,2,6.5,3,3
1801,4,4,10.5,3,3
1801,5,5,6.5,3.65,3
1801,5,5,10.5,3.95,3
1801,4,4,16.5,2.65,3
1801,5,5,6.5,3.3,3
1801,4,4,6.5,2.65,3
1801,5,5,6.5,3.95,3
1801,4,4,6.5,3.65,3
1801,5,5,NA,3.3,3
1801,4,5,8.5,3,3
1801,4,4,6.5,3,3
1801,5,5,4.5,3.3,3
1801,4,4,6.5,3.65,3
1801,4,5,8.5,3,3
1801,4,3,6.5,3.65,3
1801,5,5,12.5,NA,3
1801,4,4,10.5,3.65,3
1801,5,5,6.5,3.3,3
1801,5,4,8.5,3,3
1801,5,4,10.5,3.95,3
1801,4,4,4.5,2.3,3
1802,4,4,6.5,3.95,3
1802,5,5,6.5,3.65,3
1802,4,4,10.5,3.65,3
1802,4,5,NA,3.3,3
1802,5,5,4.5,3.65,3
1802,3,3,4.5,2.3,3
1802,4,5,4.5,3.3,3
1802,5,5,8.5,3.3,3
1802,5,5,6.5,3.95,3
1802,4,4,4.5,3.65,3
1802,4,4,4.5,3.3,3
1802,4,3,4.5,3.65,3
1802,4,4,4.5,3.65,3
1803,4,4,4.5,2.65,3
1803,4,2,2.5,3.3,3
1803,4,4,6.5,2.65,3
1803,4,4,4.5,3,3
1803,2,3,10.5,3.3,3
1803,4,4,4.5,3.3,3
1803,3,3,2.5,3,3
1803,4,4,4.5,3,3
1803,4,5,4.5,3.3,3
1803,3,3,4.5,3,3
1803,4,4,2.5,3.3,3
1803,3,4,1,3,3
1803,4,4,6.5,3.3,3
1803,5,5,6.5,3.3,3
1803,3,3,4.5,3,3
1803,3,3,8.5,2.3,3
1803,4,5,1,2.65,3
1803,4,3,6.5,3.3,3
1804,4,4,4.5,3.65,3
1804,4,4,4.5,3,3
1804,3,1,4.5,3.65,3
1804,3,3,2.5,3,3
1804,3,3,20.5,3.3,3
1804,3,3,6.5,3,3
1804,3,4,4.5,3,3
1804,3,3,2.5,3,3
1804,3,3,4.5,3.95,3
1804,4,3,4.5,3.65,3
1804,3,3,4.5,3.3,3
1804,3,3,4.5,3.65,3
1804,2,3,4.5,3.65,3
1804,2,2,4.5,3.65,3
1804,4,4,6.5,2,3
1804,2,2,4.5,3.65,3
1804,3,3,2.5,3,3
1804,4,4,4.5,3.65,3
1807,4,4,4.5,3,3
1807,5,5,6.5,3.95,3
1807,5,4,4.5,3.65,3
1807,5,5,2.5,3,3
1807,5,5,4.5,3.65,3
1807,5,5,2.5,3.65,3
1807,5,5,4.5,3.65,3
1807,3,3,4.5,3.65,3
1807,3,3,4.5,3.95,3
1807,4,3,10.5,3.65,3
1807,3,3,4.5,3,3
1807,5,5,4.5,3.65,3
1807,5,5,6.5,3.65,3
1807,4,5,6.5,3.3,3
1807,5,5,6.5,3.95,3
1807,4,4,4.5,3.95,3
1807,4,4,4.5,3.3,3
1807,5,4,4.5,3.65,3
1807,4,4,2.5,2.3,3
1807,3,3,6.5,3.65,3
1807,3,3,6.5,3.3,3
1807,4,4,6.5,3.3,3
1808,5,5,6.5,3.65,3
1808,5,4,6.5,3.3,3
1808,4,4,6.5,3.65,3
1808,5,5,6.5,3.65,3
1808,4,4,8.5,3.3,3
1808,4,4,6.5,2.65,3
1808,1,2,8.5,2.65,3
1808,5,5,6.5,3.3,3
1808,5,5,8.5,3.3,3
1808,5,5,6.5,3.3,3
1808,5,5,6.5,3.65,3
1808,5,4,8.5,3.3,3
1808,4,4,4.5,3,3
1808,5,5,6.5,3.65,3
1808,3,4,6.5,2,3
1808,3,3,8.5,3.65,3
1808,5,5,6.5,3.95,3
1808,4,4,6.5,3.65,3
1808,5,5,8.5,3.3,3
1808,4,4,4.5,3.3,3
1808,4,4,6.5,3,3
1808,4,4,4.5,3.3,3
1808,4,4,22.5,13,3
1808,4,4,4.5,3.3,3
1808,4,4,4.5,2.65,3
1808,3,3,6.5,2.65,3
1808,5,5,10.5,3,3
1808,4,4,8.5,3.95,3
1808,4,4,2.5,3.65,3
1811,4,4,4.5,1.65,3
1811,3,3,6.5,3.95,3
1811,4,4,4.5,3.3,3
1811,3,2,6.5,3.3,3
1811,2,2,4.5,3.3,3
1811,4,5,6.5,3.3,3
1811,4,4,8.5,3.65,3
1811,3,3,6.5,3.95,3
1811,3,3,4.5,3.3,3
1811,2,3,4.5,2.65,3
1811,2,2,4.5,2.65,3
1811,3,3,6.5,3.65,3
1811,2,2,8.5,3,3
1811,4,4,4.5,2.3,3
1811,3,4,6.5,3.3,3
1811,4,4,4.5,2.3,3
1811,3,2,8.5,3.65,3
1811,3,3,4.5,3.3,3
1812,5,5,2.5,3.65,3
1812,3,3,2.5,2.65,3
1812,5,5,6.5,3,3
1812,2,2,2.5,2.65,3
1812,5,3,4.5,2.65,3
1812,5,4,12.5,3.95,3
1812,4,3,4.5,3.3,3
1812,3,3,4.5,3.65,3
1812,4,3,4.5,3,3
1812,4,4,2.5,3.3,3
1812,4,4,4.5,3.65,3
1812,2,3,4.5,3.3,3
1812,5,5,6.5,3.65,3
1812,3,3,4.5,2,3
1812,5,5,4.5,3,3
1812,4,3,4.5,3.65,3
1812,5,5,2.5,3.95,3
1812,5,5,2.5,3.3,3
1812,5,5,6.5,3.3,3
1812,5,5,2.5,3.3,3
1812,1,2,4.5,3.65,3
1812,4,4,6.5,3.65,3
1813,3,3,6.5,2.65,3
1813,3,3,8.5,3.65,3
1813,4,3,4.5,3.65,3
1813,5,4,6.5,3.3,3
1813,4,3,8.5,3,3
1813,4,4,6.5,3.65,3
1813,4,5,6.5,3.3,3
1813,3,3,4.5,3.95,3
1813,4,4,4.5,3.3,3
1813,2,2,4.5,3.65,3
1813,4,4,8.5,1.65,3
1813,3,4,6.5,3,3
1813,4,4,6.5,3.65,3
1813,5,5,6.5,2,3
1813,5,5,8.5,3.65,3
1813,4,4,6.5,3,3
1813,4,4,6.5,3.95,3
1813,4,4,6.5,3,3
1813,4,4,6.5,3.95,3
1813,3,4,4.5,3.65,3
1813,4,5,4.5,2,3
1813,4,4,8.5,3,3
1813,4,4,10.5,2,3
1813,3,4,6.5,3.3,3
1814,5,5,8.5,3.95,3
1814,4,4,4.5,3.3,3
1814,5,4,6.5,3.95,3
1814,5,5,4.5,2.65,3
1814,5,5,4.5,3.65,3
1814,5,5,4.5,3.65,3
1814,4,4,4.5,3.65,3
1814,5,4,4.5,3.65,3
1814,5,5,6.5,3.65,3
1814,4,4,4.5,3.3,3
1814,4,4,4.5,2,3
1814,4,4,4.5,2.65,3
1814,5,5,14.5,3.3,3
1814,5,5,6.5,2.65,3
1814,5,4,4.5,3,3
1814,4,4,6.5,3.3,3
1814,5,5,6.5,3.65,3
1814,3,3,4.5,2,3
1816,5,5,4.5,3,3
1816,4,4,8.5,3.65,3
1816,5,5,4.5,3.3,3
1817,5,5,8.5,3.3,3
1817,2,2,8.5,3.65,3
1817,3,3,4.5,2.65,3
1817,5,5,6.5,3,3
1817,4,4,4.5,2.65,3
1817,3,3,8.5,3.3,3
1817,4,4,10.5,2.65,3
1817,2,2,6.5,2.65,3
1817,4,5,12.5,3.65,3
1817,1,1,8.5,3.3,3
1817,3,4,10.5,3.65,3
1817,3,2,4.5,3.65,3
1818,2,3,6.5,3.3,3
1818,4,4,4.5,3.3,3
1818,3,3,10.5,3.3,3
1818,4,5,4.5,3.3,3
1818,3,3,6.5,2.65,3
1818,3,4,4.5,2.65,3
1818,3,3,4.5,2.3,3
1818,3,4,4.5,3.65,3
1818,4,4,4.5,3.3,3
1818,3,3,6.5,2.65,3
1818,3,4,4.5,3,3
1818,3,3,4.5,2.65,3
1818,3,3,8.5,3.95,3
1818,4,4,4.5,3.3,3
1818,3,2,6.5,2.65,3
1818,4,5,6.5,3.95,3
1818,3,3,2.5,2,3
1818,3,3,2.5,3.65,3
1818,5,5,4.5,3,3
1818,4,5,8.5,1.65,3
1819,5,5,8.5,3,3
1819,4,4,2.5,3.65,3
1819,4,4,6.5,3.3,3
