"age","net","gun","sex","year","previous","nruns","id"
40,94.58,103.9,"M",2006,2,3,"r6782"
43,93.43,96.47,"M",2000,0,7,"r6783"
45,94.57,98.87,"M",2002,1,7,"r6783"
46,96.33,99.63,"M",2003,2,7,"r6783"
47,94.63,95.6,"M",2004,3,7,"r6783"
49,117.7,125.6,"M",2006,4,7,"r6783"
50,NA,103.2,"M",2007,5,7,"r6783"
51,NA,108.3,"M",2008,6,7,"r6783"
27,91.83,97.15,"M",2006,0,2,"r6784"
28,NA,102.9,"M",2007,1,2,"r6784"
35,66.63,67.93,"M",2001,0,2,"r6785"
41,NA,71.73,"M",2007,1,2,"r6785"
42,82.08,83.07,"M",2002,0,5,"r6786"
43,85.15,88.67,"M",2003,1,5,"r6786"
44,90.77,96.17,"M",2004,2,5,"r6786"
45,94.22,98.83,"M",2005,3,5,"r6786"
47,NA,106.8,"M",2007,4,5,"r6786"
36,NA,93.83,"M",1999,0,3,"r6787"
37,82.12,82.83,"M",2000,1,3,"r6787"
44,NA,95.2,"M",2007,2,3,"r6787"
27,NA,46.07,"M",2007,0,2,"r6788"
28,NA,46.37,"M",2008,1,2,"r6788"
33,72.25,72.75,"M",2005,0,4,"r6789"
34,74.88,76.15,"M",2006,1,4,"r6789"
35,NA,79.32,"M",2007,2,4,"r6789"
36,NA,81.85,"M",2008,3,4,"r6789"
48,NA,97.27,"M",1999,0,4,"r6790"
49,97.88,100.2,"M",2000,1,4,"r6790"
50,94.68,98.87,"M",2001,2,4,"r6790"
56,NA,114.3,"M",2007,3,4,"r6790"
34,83.33,85.88,"M",2001,0,2,"r6791"
35,82.98,86.62,"M",2002,1,2,"r6791"
52,89.63,90.5,"M",2000,0,2,"r6792"
53,89.8,90.47,"M",2001,1,2,"r6792"
40,67.88,68.33,"M",2001,0,2,"r6793"
42,75.83,78.15,"M",2003,1,2,"r6793"
27,72.98,76.9,"M",2004,0,2,"r6794"
28,73.65,77.35,"M",2005,1,2,"r6794"
32,74.78,74.83,"M",2002,0,4,"r6795"
33,71.23,71.33,"M",2003,1,4,"r6795"
34,70.75,70.87,"M",2004,2,4,"r6795"
35,72.92,72.92,"M",2005,3,4,"r6795"
29,78.5,79.67,"F",2001,0,4,"r6796"
30,78.12,79.15,"F",2002,1,4,"r6796"
31,79.02,80.27,"F",2003,2,4,"r6796"
34,95.9,105.2,"F",2006,3,4,"r6796"
58,93.23,95.23,"M",2004,0,3,"r6797"
61,NA,91.37,"M",2007,1,3,"r6797"
62,NA,91.35,"M",2008,2,3,"r6797"
62,91.12,92.82,"M",2002,0,4,"r6798"
63,97.88,102.3,"M",2003,1,4,"r6798"
64,97.33,101.5,"M",2004,2,4,"r6798"
65,94.38,99.1,"M",2005,3,4,"r6798"
31,87.57,95.18,"M",2005,0,2,"r6799"
34,NA,83.85,"M",2008,1,2,"r6799"
31,64.68,64.9,"M",2002,0,2,"r6800"
32,63.25,63.58,"M",2003,1,2,"r6800"
45,84.12,85.27,"M",2005,0,3,"r6801"
46,82.47,82.67,"M",2006,1,3,"r6801"
47,NA,82,"M",2007,2,3,"r6801"
36,63.3,63.57,"M",2000,0,2,"r6802"
37,64.28,64.43,"M",2001,1,2,"r6802"
30,82.97,87.97,"M",2004,0,2,"r6803"
32,88.12,89.62,"M",2006,1,2,"r6803"
42,NA,90.27,"M",1999,0,2,"r6804"
43,84.23,85.15,"M",2000,1,2,"r6804"
25,NA,105.9,"M",2007,0,2,"r6805"
26,NA,103.8,"M",2008,1,2,"r6805"
29,95.8,99.02,"M",2000,0,2,"r6806"
30,87.12,89.27,"M",2001,1,2,"r6806"
35,NA,78.92,"M",1999,0,2,"r6807"
36,74.72,75.77,"M",2000,1,2,"r6807"
36,83.55,89.47,"M",2001,0,3,"r6808"
38,76.92,77.3,"M",2003,1,3,"r6808"
39,80.78,81.27,"M",2004,2,3,"r6808"
26,78.77,81.25,"M",2003,0,6,"r6809"
27,80.55,83.83,"M",2004,1,6,"r6809"
28,81.07,81.85,"M",2005,2,6,"r6809"
29,78.25,79.72,"M",2006,3,6,"r6809"
30,NA,77.42,"M",2007,4,6,"r6809"
31,NA,80.75,"M",2008,5,6,"r6809"
35,79.57,81.58,"M",2004,0,2,"r6810"
36,92.53,99.03,"M",2005,1,2,"r6810"
36,90.93,98.82,"M",2004,0,2,"r6811"
37,84.4,87.62,"M",2005,1,2,"r6811"
52,78.38,81.17,"M",2001,0,4,"r6812"
54,84.72,87.53,"M",2003,1,4,"r6812"
57,93.2,99.1,"M",2006,2,4,"r6812"
58,NA,89,"M",2007,3,4,"r6812"
58,NA,83.42,"M",1999,0,5,"r6813"
59,94.43,94.68,"M",2000,1,5,"r6813"
60,89.97,90.18,"M",2001,2,5,"r6813"
61,91.47,91.87,"M",2002,3,5,"r6813"
62,86.27,86.82,"M",2003,4,5,"r6813"
28,105.8,112.6,"M",2006,0,2,"r6814"
29,NA,102.4,"M",2007,1,2,"r6814"
32,72.73,74.02,"M",2003,0,5,"r6815"
33,72.3,73.25,"M",2004,1,5,"r6815"
35,74.55,76.5,"M",2006,2,5,"r6815"
36,NA,71.03,"M",2007,3,5,"r6815"
37,NA,74,"M",2008,4,5,"r6815"
49,NA,71.13,"M",1999,0,4,"r6816"
56,82.93,87.58,"M",2006,1,4,"r6816"
57,NA,78.8,"M",2007,2,4,"r6816"
58,NA,85.25,"M",2008,3,4,"r6816"
36,NA,87.92,"M",1999,0,10,"r6817"
37,71.42,71.82,"M",2000,1,10,"r6817"
38,69.33,69.72,"M",2001,2,10,"r6817"
39,67.72,68.17,"M",2002,3,10,"r6817"
40,86.73,91.2,"M",2003,4,10,"r6817"
41,81.08,85.82,"M",2004,5,10,"r6817"
42,79.4,82.02,"M",2005,6,10,"r6817"
43,80.62,82.72,"M",2006,7,10,"r6817"
44,NA,84.38,"M",2007,8,10,"r6817"
45,NA,87.48,"M",2008,9,10,"r6817"
36,109.2,114.6,"M",2004,0,2,"r6818"
38,95.72,99.2,"M",2006,1,2,"r6818"
37,97.73,103,"M",2005,0,2,"r6819"
38,94.77,98.52,"M",2006,1,2,"r6819"
25,88.28,92.47,"M",2006,0,2,"r6820"
26,NA,87.48,"M",2007,1,2,"r6820"
25,NA,54.47,"M",1999,0,2,"r6821"
26,57.5,57.55,"M",2000,1,2,"r6821"
44,65.43,65.65,"M",2000,0,2,"r6822"
45,63.33,63.45,"M",2001,1,2,"r6822"
29,86.68,91.75,"M",2005,0,2,"r6823"
32,NA,105.7,"M",2008,1,2,"r6823"
28,62.07,62.27,"M",2003,0,3,"r6824"
29,59.87,59.95,"M",2004,1,3,"r6824"
30,56.75,56.83,"M",2005,2,3,"r6824"
33,89.08,91,"M",2000,0,6,"r6825"
34,86.1,88.08,"M",2001,1,6,"r6825"
35,85.53,89.98,"M",2002,2,6,"r6825"
36,86.03,89.55,"M",2003,3,6,"r6825"
37,95.25,100.9,"M",2004,4,6,"r6825"
38,95.48,97.17,"M",2005,5,6,"r6825"
30,79.53,81.45,"M",2003,0,2,"r6826"
31,71.15,71.87,"M",2004,1,2,"r6826"
38,87.82,89.27,"M",2003,0,2,"r6827"
39,91.33,96.65,"M",2004,1,2,"r6827"
28,82.03,83.13,"M",2004,0,3,"r6828"
30,90.3,98.6,"M",2006,1,3,"r6828"
31,NA,86.05,"M",2007,2,3,"r6828"
32,102.4,109.3,"M",2004,0,3,"r6829"
35,NA,79.18,"M",2007,1,3,"r6829"
36,NA,71.25,"M",2008,2,3,"r6829"
30,99.07,101.5,"M",2002,0,3,"r6830"
31,104,105.7,"M",2003,1,3,"r6830"
36,NA,105,"M",2008,2,3,"r6830"
37,NA,80.88,"M",1999,0,5,"r6831"
39,81.45,83.28,"M",2001,1,5,"r6831"
40,80.52,81.3,"M",2002,2,5,"r6831"
41,88.32,90.45,"M",2003,3,5,"r6831"
42,90.68,93.53,"M",2004,4,5,"r6831"
30,102.7,106.2,"M",2002,0,7,"r6832"
31,99.8,104.2,"M",2003,1,7,"r6832"
32,101.4,107.5,"M",2004,2,7,"r6832"
33,92.13,99.27,"M",2005,3,7,"r6832"
34,89.25,90.77,"M",2006,4,7,"r6832"
35,NA,91.13,"M",2007,5,7,"r6832"
36,NA,88.8,"M",2008,6,7,"r6832"
26,91.85,98,"M",2004,0,4,"r6833"
27,80.95,82.35,"M",2005,1,4,"r6833"
29,NA,68.72,"M",2007,2,4,"r6833"
30,NA,85.2,"M",2008,3,4,"r6833"
25,NA,113.5,"M",2007,0,2,"r6834"
26,NA,110.2,"M",2008,1,2,"r6834"
24,91.13,93.87,"M",2000,0,5,"r6835"
25,97.98,100.5,"M",2001,1,5,"r6835"
26,88.18,91.83,"M",2002,2,5,"r6835"
28,87.75,90.9,"M",2004,3,5,"r6835"
29,95.38,97.53,"M",2005,4,5,"r6835"
48,105,112.6,"M",2004,0,2,"r6836"
49,119.9,125.2,"M",2005,1,2,"r6836"
34,NA,79.98,"M",1999,0,2,"r6837"
35,75.75,77.15,"M",2000,1,2,"r6837"
26,72.53,73.82,"M",2000,0,4,"r6838"
27,66.38,66.82,"M",2001,1,4,"r6838"
28,83.88,85.8,"M",2002,2,4,"r6838"
30,76.2,77.22,"M",2004,3,4,"r6838"
31,NA,102.4,"M",1999,0,7,"r6839"
34,99.07,101.8,"M",2002,1,7,"r6839"
35,105.7,111.2,"M",2003,2,7,"r6839"
36,106,110.3,"M",2004,3,7,"r6839"
37,100.3,102.1,"M",2005,4,7,"r6839"
38,105,110.5,"M",2006,5,7,"r6839"
40,NA,114.6,"M",2008,6,7,"r6839"
35,90.1,93.75,"M",2002,0,2,"r6840"
37,95.02,97.97,"M",2004,1,2,"r6840"
19,110.8,113.2,"M",2004,0,2,"r6841"
20,104.1,105.4,"M",2005,1,2,"r6841"
41,110.8,116.3,"M",2003,0,2,"r6842"
46,NA,102.6,"M",2008,1,2,"r6842"
31,61.75,62.12,"M",2004,0,2,"r6843"
33,59.78,60.45,"M",2006,1,2,"r6843"
28,75.35,77.08,"M",2000,0,2,"r6844"
30,63.63,63.88,"M",2002,1,2,"r6844"
37,NA,77.35,"M",2007,0,2,"r6845"
38,NA,81.2,"M",2008,1,2,"r6845"
30,NA,103.8,"M",2007,0,2,"r6846"
31,NA,99.32,"M",2008,1,2,"r6846"
27,74.72,76.83,"M",2001,0,4,"r6847"
28,73.83,74.25,"M",2002,1,4,"r6847"
30,77.83,82.12,"M",2004,2,4,"r6847"
33,NA,79.37,"M",2007,3,4,"r6847"
30,NA,62.6,"M",1999,0,4,"r6848"
32,58.37,58.47,"M",2001,1,4,"r6848"
33,57.63,57.73,"M",2002,2,4,"r6848"
36,60.97,61.17,"M",2005,3,4,"r6848"
27,88.8,93.37,"M",2002,0,2,"r6849"
28,87.28,94.13,"M",2003,1,2,"r6849"
33,78.37,82.65,"M",2005,0,2,"r6850"
34,76.88,79.03,"M",2006,1,2,"r6850"
45,97.47,102.3,"M",2001,0,7,"r6851"
46,91.22,94.4,"M",2002,1,7,"r6851"
47,84.02,85.43,"M",2003,2,7,"r6851"
48,85.5,88.87,"M",2004,3,7,"r6851"
50,85.28,88.73,"M",2006,4,7,"r6851"
51,NA,83.12,"M",2007,5,7,"r6851"
52,NA,89.12,"M",2008,6,7,"r6851"
29,70.52,70.52,"M",2001,0,2,"r6852"
30,84.95,90.08,"M",2002,1,2,"r6852"
24,73.03,75.38,"M",2004,0,2,"r6853"
25,72.8,73.98,"M",2005,1,2,"r6853"
33,129.3,137.9,"M",2006,0,3,"r6854"
34,NA,120.6,"M",2007,1,3,"r6854"
35,NA,133.1,"M",2008,2,3,"r6854"
31,95.87,101.1,"M",2001,0,2,"r6855"
32,82.03,82.77,"M",2002,1,2,"r6855"
48,91.95,95.9,"M",2000,0,5,"r6856"
49,99.73,101.1,"M",2001,1,5,"r6856"
53,102,102.3,"M",2005,2,5,"r6856"
55,NA,101.1,"M",2007,3,5,"r6856"
56,NA,109,"M",2008,4,5,"r6856"
25,NA,111.2,"M",2007,0,2,"r6857"
26,NA,103.3,"M",2008,1,2,"r6857"
28,NA,85.63,"M",2007,0,2,"r6858"
29,NA,105.8,"M",2008,1,2,"r6858"
36,85.58,85.73,"M",2002,0,4,"r6859"
37,89.82,90,"M",2003,1,4,"r6859"
38,92.03,92.23,"M",2004,2,4,"r6859"
39,103,103,"M",2005,3,4,"r6859"
26,87.03,90.52,"M",2003,0,2,"r6860"
27,97.35,102.9,"M",2004,1,2,"r6860"
36,NA,95.9,"M",2007,0,2,"r6861"
37,NA,99.8,"M",2008,1,2,"r6861"
34,88.5,90.42,"M",2000,0,5,"r6862"
35,88.58,88.98,"M",2001,1,5,"r6862"
36,81.8,82.9,"M",2002,2,5,"r6862"
38,87.9,89.53,"M",2004,3,5,"r6862"
39,100.9,100.9,"M",2005,4,5,"r6862"
29,85.45,88.98,"M",2004,0,2,"r6863"
30,86.22,89.95,"M",2005,1,2,"r6863"
34,88.8,89.85,"M",2002,0,2,"r6864"
35,83.68,86.12,"M",2003,1,2,"r6864"
28,97.37,104.2,"M",2004,0,2,"r6865"
29,96.67,99.78,"M",2005,1,2,"r6865"
49,82.52,84.9,"M",2003,0,2,"r6866"
50,84.5,86.6,"M",2004,1,2,"r6866"
25,NA,87.98,"M",1999,0,5,"r6867"
27,86.83,89.98,"M",2001,1,5,"r6867"
28,91,94.52,"M",2002,2,5,"r6867"
29,87.93,92.58,"M",2003,3,5,"r6867"
30,91.78,97.62,"M",2004,4,5,"r6867"
48,95.63,97.95,"M",2005,0,3,"r6868"
50,NA,86.08,"M",2007,1,3,"r6868"
51,NA,95.53,"M",2008,2,3,"r6868"
33,70.42,70.42,"M",2005,0,2,"r6869"
34,96.57,104.7,"M",2006,1,2,"r6869"
24,NA,86.9,"M",2007,0,2,"r6870"
25,NA,76.35,"M",2008,1,2,"r6870"
23,NA,93.18,"M",2007,0,2,"r6871"
24,NA,80.82,"M",2008,1,2,"r6871"
25,84.1,88.47,"M",2004,0,4,"r6872"
26,102,102,"M",2005,1,4,"r6872"
28,NA,76.3,"M",2007,2,4,"r6872"
29,NA,74.17,"M",2008,3,4,"r6872"
27,88.32,88.77,"F",2005,0,2,"r6873"
29,NA,65.03,"M",2007,1,2,"r6873"
26,117.5,120.3,"M",2002,0,2,"r6874"
28,118.5,125.9,"M",2004,1,2,"r6874"
22,NA,75.23,"M",1999,0,2,"r6875"
23,72.22,75.68,"M",2000,1,2,"r6875"
27,NA,105.8,"M",1999,0,2,"r6876"
28,99.12,101,"M",2000,1,2,"r6876"
32,73.92,76.98,"M",2002,0,2,"r6877"
37,NA,84.57,"M",2007,1,2,"r6877"
23,102.2,105,"F",2000,0,2,"r6878"
25,113.2,115.3,"F",2002,1,2,"r6878"
26,89.05,91.08,"F",2005,0,2,"r6879"
27,89.52,94.35,"F",2006,1,2,"r6879"
34,91.83,93.98,"F",2000,0,3,"r6880"
35,93.38,95.78,"F",2001,1,3,"r6880"
36,111.4,114.5,"F",2002,2,3,"r6880"
40,95.58,99.43,"F",2002,0,6,"r6881"
41,77.63,78.32,"F",2003,1,6,"r6881"
42,81.27,82.2,"F",2004,2,6,"r6881"
43,82.03,83.42,"F",2005,3,6,"r6881"
45,NA,85.52,"F",2007,4,6,"r6881"
46,NA,85.3,"F",2008,5,6,"r6881"
48,84.02,89.1,"M",2003,0,2,"r6882"
49,80.6,81.25,"M",2004,1,2,"r6882"
42,91.97,94.1,"M",2001,0,2,"r6883"
46,116.9,116.9,"M",2005,1,2,"r6883"
28,95.2,99.65,"F",2000,0,2,"r6884"
29,85.03,87.18,"F",2001,1,2,"r6884"
31,69.55,69.55,"M",2005,0,3,"r6885"
33,NA,67.72,"M",2007,1,3,"r6885"
34,NA,65.5,"M",2008,2,3,"r6885"
26,NA,78.52,"M",2007,0,2,"r6886"
27,NA,80.15,"M",2008,1,2,"r6886"
25,88.65,92.47,"M",2004,0,3,"r6887"
26,96.75,97.75,"M",2005,1,3,"r6887"
27,96.83,105.2,"M",2006,2,3,"r6887"
31,92.17,93.97,"M",2000,0,2,"r6888"
32,80.95,80.95,"M",2001,1,2,"r6888"
25,71.17,71.33,"F",2001,0,3,"r6889"
26,66.02,66.38,"F",2002,1,3,"r6889"
27,66.58,68.43,"F",2003,2,3,"r6889"
23,83.22,88.55,"F",2004,0,2,"r6890"
27,NA,87.2,"F",2008,1,2,"r6890"
22,71.72,72.12,"M",2003,0,3,"r6891"
23,75.12,75.85,"M",2004,1,3,"r6891"
24,79.1,79.1,"M",2005,2,3,"r6891"
33,87.12,90.08,"M",2000,0,6,"r6892"
34,98.47,102.9,"M",2001,1,6,"r6892"
38,97.45,97.45,"M",2005,2,6,"r6892"
39,100.5,107.4,"M",2006,3,6,"r6892"
40,NA,101.4,"M",2007,4,6,"r6892"
41,NA,101.5,"M",2008,5,6,"r6892"
46,73.53,73.67,"M",2004,0,2,"r6893"
47,76.95,77.45,"M",2005,1,2,"r6893"
64,NA,103.7,"M",1999,0,4,"r6894"
65,116.2,120.3,"M",2000,1,4,"r6894"
66,122.6,125.6,"M",2001,2,4,"r6894"
70,139.2,144.2,"M",2005,3,4,"r6894"
56,NA,89.57,"M",1999,0,5,"r6895"
58,82.62,83.38,"M",2001,1,5,"r6895"
60,83.2,83.63,"M",2003,2,5,"r6895"
61,95.6,96.08,"M",2004,3,5,"r6895"
62,93.15,93.75,"M",2005,4,5,"r6895"
45,89.12,91.45,"M",2002,0,2,"r6896"
46,91.77,92.32,"M",2003,1,2,"r6896"
44,69.58,69.98,"M",2000,0,5,"r6897"
45,68.78,69.68,"M",2001,1,5,"r6897"
46,66.72,66.92,"M",2002,2,5,"r6897"
47,67.98,68.23,"M",2003,3,5,"r6897"
48,63.55,63.67,"M",2004,4,5,"r6897"
28,95.5,100.1,"M",2006,0,2,"r6898"
29,NA,90.53,"M",2007,1,2,"r6898"
37,98.68,105,"M",2005,0,2,"r6899"
39,NA,97.03,"M",2007,1,2,"r6899"
42,80.88,81.15,"M",2002,0,3,"r6900"
43,93.32,95.63,"M",2003,1,3,"r6900"
45,84.03,84.68,"M",2005,2,3,"r6900"
38,85.58,90.1,"M",2001,0,2,"r6901"
39,83.35,87,"M",2002,1,2,"r6901"
48,105.3,110,"M",2001,0,2,"r6902"
49,100.9,107.1,"M",2002,1,2,"r6902"
25,72.42,75.85,"M",2003,0,4,"r6903"
27,70.47,71.27,"M",2005,1,4,"r6903"
28,69.7,70.17,"M",2006,2,4,"r6903"
30,NA,73.62,"M",2008,3,4,"r6903"
26,79.42,80.32,"M",2004,0,2,"r6904"
29,NA,69.5,"M",2007,1,2,"r6904"
37,NA,79.3,"M",2007,0,2,"r6905"
38,NA,77.82,"M",2008,1,2,"r6905"
39,95.23,101.1,"M",2003,0,4,"r6906"
41,83.27,86.92,"M",2005,1,4,"r6906"
43,NA,71.37,"M",2007,2,4,"r6906"
44,NA,73.18,"M",2008,3,4,"r6906"
60,118,121.9,"M",2000,0,2,"r6907"
61,114.7,120,"M",2001,1,2,"r6907"
29,NA,77.23,"M",1999,0,2,"r6908"
31,84.3,87.62,"M",2001,1,2,"r6908"
50,74.42,77.17,"M",2006,0,2,"r6909"
51,NA,72.9,"M",2007,1,2,"r6909"
50,105.6,109.3,"M",2003,0,2,"r6910"
53,112.6,119.6,"M",2006,1,2,"r6910"
52,NA,82.5,"M",2007,0,2,"r6911"
53,NA,80.33,"M",2008,1,2,"r6911"
54,NA,77.23,"M",1999,0,2,"r6912"
55,80.5,80.83,"M",2000,1,2,"r6912"
47,NA,88.15,"M",1999,0,6,"r6913"
48,76.5,78.85,"M",2000,1,6,"r6913"
49,80.43,83.23,"M",2001,2,6,"r6913"
50,83.5,89.33,"M",2002,3,6,"r6913"
51,82.13,83.37,"M",2003,4,6,"r6913"
52,74.28,75.68,"M",2004,5,6,"r6913"
56,90.63,94.32,"M",2002,0,2,"r6914"
57,85.83,88.1,"M",2003,1,2,"r6914"
34,NA,83.02,"M",2007,0,2,"r6915"
35,NA,82.2,"M",2008,1,2,"r6915"
43,81.45,83.6,"M",2000,0,3,"r6916"
48,95.87,97.73,"M",2005,1,3,"r6916"
50,NA,83.77,"M",2007,2,3,"r6916"
25,NA,75.58,"M",2007,0,2,"r6917"
26,NA,76.93,"M",2008,1,2,"r6917"
65,106.7,108.6,"M",2003,0,3,"r6918"
66,113.9,116.5,"M",2004,1,3,"r6918"
67,122,124.8,"M",2005,2,3,"r6918"
36,113.4,116.7,"M",2001,0,4,"r6919"
38,107.6,110.6,"M",2003,1,4,"r6919"
39,129.8,137,"M",2004,2,4,"r6919"
43,NA,109.4,"M",2008,3,4,"r6919"
33,87.47,89.63,"M",2003,0,3,"r6920"
34,84.32,85.73,"M",2004,1,3,"r6920"
37,NA,87.07,"M",2007,2,3,"r6920"
29,NA,81.75,"M",2007,0,2,"r6921"
30,NA,86.75,"M",2008,1,2,"r6921"
53,79.28,81.18,"M",2004,0,2,"r6922"
57,NA,90.88,"M",2008,1,2,"r6922"
39,NA,75.15,"M",1999,0,5,"r6923"
40,73.48,74.05,"M",2000,1,5,"r6923"
42,74.6,75,"M",2002,2,5,"r6923"
43,71.88,72.47,"M",2003,3,5,"r6923"
44,85.88,88.53,"M",2004,4,5,"r6923"
40,65.15,67.5,"M",2004,0,2,"r6924"
43,NA,70.32,"M",2007,1,2,"r6924"
27,84.33,88.67,"M",2006,0,3,"r6925"
28,NA,98.7,"M",2007,1,3,"r6925"
29,NA,77.22,"M",2008,2,3,"r6925"
43,98.78,108,"M",2001,0,2,"r6926"
45,119.7,126.4,"M",2003,1,2,"r6926"
48,78.33,79.62,"M",2002,0,4,"r6927"
49,79.4,83.65,"M",2003,1,4,"r6927"
50,84.33,86.45,"M",2004,2,4,"r6927"
51,84.02,85.17,"M",2005,3,4,"r6927"
49,68.9,69.25,"M",2004,0,3,"r6928"
52,NA,67.67,"M",2007,1,3,"r6928"
53,NA,69.85,"M",2008,2,3,"r6928"
47,85.05,87.37,"M",2002,0,7,"r6929"
48,105.8,108.1,"M",2003,1,7,"r6929"
49,93.23,93.87,"M",2004,2,7,"r6929"
50,111.5,114.8,"M",2005,3,7,"r6929"
51,95.33,99.77,"M",2006,4,7,"r6929"
52,NA,102.7,"M",2007,5,7,"r6929"
53,NA,109.2,"M",2008,6,7,"r6929"
40,99.4,107,"M",2002,0,2,"r6930"
42,87.58,89.38,"M",2004,1,2,"r6930"
31,86.6,90.55,"M",2000,0,3,"r6931"
32,89.77,93.25,"M",2001,1,3,"r6931"
33,84.13,85.12,"M",2002,2,3,"r6931"
60,NA,88.7,"M",1999,0,6,"r6932"
61,80.65,81.85,"M",2000,1,6,"r6932"
62,91.53,94,"M",2001,2,6,"r6932"
63,85.58,90.32,"M",2002,3,6,"r6932"
64,82.48,83.57,"M",2003,4,6,"r6932"
65,84.07,87.77,"M",2004,5,6,"r6932"
29,84.53,86.48,"M",2003,0,2,"r6933"
33,NA,89.32,"M",2007,1,2,"r6933"
44,77.7,79.95,"M",2003,0,3,"r6934"
45,78.15,80.78,"M",2004,1,3,"r6934"
48,NA,82.13,"M",2007,2,3,"r6934"
43,76.37,81.42,"M",2001,0,3,"r6935"
44,65.47,70.62,"M",2002,1,3,"r6935"
45,66.12,68.48,"M",2003,2,3,"r6935"
30,92.92,98.72,"M",2004,0,4,"r6936"
31,88.18,95.43,"M",2005,1,4,"r6936"
33,NA,69.78,"M",2007,2,4,"r6936"
34,NA,69.95,"M",2008,3,4,"r6936"
58,81.8,82.87,"M",2001,0,3,"r6937"
60,79.2,80.13,"M",2003,1,3,"r6937"
61,81,81.88,"M",2004,2,3,"r6937"
38,82.08,82.75,"M",2001,0,4,"r6938"
39,83.42,83.87,"M",2002,1,4,"r6938"
40,80.25,80.98,"M",2003,2,4,"r6938"
41,81.43,82.32,"M",2004,3,4,"r6938"
38,NA,78.65,"M",1999,0,3,"r6939"
39,90.55,91.2,"M",2000,1,3,"r6939"
40,87.92,92.02,"M",2001,2,3,"r6939"
42,77.52,78.97,"M",2000,0,5,"r6940"
43,86.95,90.53,"M",2001,1,5,"r6940"
45,64.87,65.13,"M",2003,2,5,"r6940"
47,63.68,63.82,"M",2005,3,5,"r6940"
50,NA,63.5,"M",2008,4,5,"r6940"
37,NA,77.93,"M",2007,0,2,"r6941"
38,NA,70.95,"M",2008,1,2,"r6941"
24,83.02,84.28,"M",2001,0,3,"r6942"
25,78.97,80.55,"M",2002,1,3,"r6942"
27,82.37,86.85,"M",2004,2,3,"r6942"
17,64.73,64.8,"M",2003,0,3,"r6943"
18,61.78,61.9,"M",2004,1,3,"r6943"
20,64.2,64.77,"M",2006,2,3,"r6943"
61,81.03,82.58,"M",2003,0,2,"r6944"
62,78.63,80,"M",2004,1,2,"r6944"
43,NA,94.85,"M",1999,0,5,"r6945"
45,89.4,90.67,"M",2001,1,5,"r6945"
46,96.5,100.7,"M",2002,2,5,"r6945"
47,91.98,95.15,"M",2003,3,5,"r6945"
48,97.37,104.5,"M",2004,4,5,"r6945"
60,100.6,108.4,"M",2005,0,3,"r6946"
61,95.7,98.77,"M",2006,1,3,"r6946"
62,NA,101.4,"M",2007,2,3,"r6946"
35,86.92,90.18,"M",2001,0,6,"r6947"
36,81.13,84.37,"M",2002,1,6,"r6947"
37,85.83,86.67,"M",2003,2,6,"r6947"
38,79.32,79.75,"M",2004,3,6,"r6947"
39,85.93,88.93,"M",2005,4,6,"r6947"
40,81.35,82.72,"M",2006,5,6,"r6947"
39,87.83,90.72,"M",2006,0,3,"r6948"
40,NA,78.95,"M",2007,1,3,"r6948"
41,NA,76.3,"M",2008,2,3,"r6948"
26,NA,47.52,"M",1999,0,2,"r6949"
27,46.13,46.17,"M",2000,1,2,"r6949"
47,NA,80.43,"M",2007,0,2,"r6950"
48,NA,85.47,"M",2008,1,2,"r6950"
28,76.2,80.4,"M",2001,0,2,"r6951"
29,76.97,83.38,"M",2002,1,2,"r6951"
37,98.32,108.1,"M",2006,0,3,"r6952"
38,NA,98.27,"M",2007,1,3,"r6952"
39,NA,94.5,"M",2008,2,3,"r6952"
33,103.2,109.2,"M",2002,0,2,"r6953"
34,98.67,102.2,"M",2003,1,2,"r6953"
52,NA,85.3,"M",1999,0,7,"r6954"
54,81.9,82.48,"M",2001,1,7,"r6954"
55,86.97,88.45,"M",2002,2,7,"r6954"
56,79.87,80.73,"M",2003,3,7,"r6954"
58,83.87,85,"M",2005,4,7,"r6954"
60,NA,84.68,"M",2007,5,7,"r6954"
61,NA,85.3,"M",2008,6,7,"r6954"
44,71,71.52,"M",2004,0,2,"r6955"
45,76.27,81.6,"M",2005,1,2,"r6955"
39,81.85,87.85,"M",2005,0,2,"r6956"
42,NA,86.67,"M",2008,1,2,"r6956"
33,77.9,78.5,"M",2000,0,5,"r6957"
34,76.9,81.45,"M",2001,1,5,"r6957"
36,81.45,82.28,"M",2003,2,5,"r6957"
37,83.58,86.52,"M",2004,3,5,"r6957"
41,NA,84.7,"M",2008,4,5,"r6957"
24,114.8,122.9,"M",2005,0,2,"r6958"
27,NA,90.45,"M",2008,1,2,"r6958"
53,70.12,70.38,"M",2002,0,5,"r6959"
54,68.08,68.33,"M",2003,1,5,"r6959"
55,70.12,70.43,"M",2004,2,5,"r6959"
56,70.28,70.5,"M",2005,3,5,"r6959"
58,NA,72.9,"M",2007,4,5,"r6959"
44,93.52,96.9,"M",2004,0,3,"r6960"
45,86.27,91.8,"M",2005,1,3,"r6960"
46,84.77,86.45,"M",2006,2,3,"r6960"
38,79.35,82.75,"M",2002,0,5,"r6961"
39,75.82,82.45,"M",2003,1,5,"r6961"
40,71,71.98,"M",2004,2,5,"r6961"
41,77.55,83.62,"M",2005,3,5,"r6961"
42,71.98,74.2,"M",2006,4,5,"r6961"
24,90.97,95.75,"M",2005,0,2,"r6962"
